name,sexe,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
ABIGAIL,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.02,0.00,0.00,0.00,0.00,0.02,0.04,0.11,0.10,0.12,0.06,0.12,0.08,0.13,0.10,0.20,0.27,0.26,0.27,0.20,0.21,0.29,0.37,0.26,0.43,0.38,0.35,0.33,0.35,0.41,0.42,0.38,0.49,0.54,0.52,0.60,0.74,0.87,0.79,0.62,0.78,0.89,0.88,0.84,1.00,0.00
ABOUBACAR,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.05,0.06,0.00,0.03,0.09,0.04,0.21,0.11,0.08,0.04,0.12,0.13,0.14,0.23,0.18,0.21,0.20,0.21,0.21,0.18,0.25,0.19,0.27,0.21,0.27,0.40,0.32,0.38,0.32,0.37,0.41,0.47,0.41,0.48,0.62,0.71,0.52,0.64,0.64,0.71,1.00,0.00
ABRAHAM,1,0.46,0.47,0.48,0.34,0.42,0.56,0.34,0.40,0.48,0.40,0.43,0.43,0.41,0.53,0.30,0.35,0.29,0.46,0.41,0.13,0.16,0.24,0.20,0.13,0.28,0.28,0.19,0.29,0.32,0.14,0.26,0.34,0.24,0.23,0.23,0.14,0.07,0.07,0.13,0.11,0.06,0.00,0.08,0.00,0.07,0.00,0.00,0.10,0.10,0.15,0.11,0.12,0.08,0.06,0.04,0.08,0.07,0.07,0.07,0.05,0.14,0.06,0.07,0.10,0.04,0.09,0.10,0.07,0.13,0.10,0.07,0.24,0.17,0.22,0.21,0.13,0.14,0.19,0.20,0.29,0.19,0.22,0.27,0.22,0.35,0.44,0.31,0.28,0.22,0.44,0.44,0.35,0.45,0.44,0.47,0.37,0.43,0.42,0.59,0.45,0.40,0.45,0.36,0.47,0.54,0.50,0.56,0.51,0.55,0.44,0.54,0.62,0.41,0.53,0.44,0.79,0.82,1.00,0.00
ABYGAELLE,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.10,0.18,0.23,0.14,0.22,0.18,0.26,0.21,0.27,0.27,0.36,0.47,0.81,0.86,0.98,0.96,1.00,0.94,0.95,0.91,0.83,0.78,0.93,0.00
ACHILLE,1,0.81,0.92,0.88,0.82,0.77,0.78,0.85,0.70,0.83,0.76,0.82,0.68,0.68,0.53,0.62,0.74,0.61,0.60,0.60,0.59,0.67,0.55,0.52,0.44,0.41,0.40,0.36,0.33,0.38,0.33,0.29,0.30,0.30,0.27,0.25,0.22,0.25,0.22,0.18,0.23,0.14,0.11,0.12,0.10,0.08,0.08,0.07,0.07,0.09,0.08,0.07,0.09,0.06,0.08,0.07,0.07,0.06,0.05,0.03,0.05,0.05,0.03,0.03,0.01,0.05,0.05,0.05,0.04,0.02,0.01,0.02,0.04,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.05,0.06,0.06,0.07,0.12,0.10,0.13,0.16,0.23,0.26,0.23,0.29,0.26,0.36,0.42,0.49,0.60,0.69,0.68,0.72,0.85,0.80,0.77,0.77,0.73,0.79,0.84,1.00,0.00
ACHRAF,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.14,0.25,0.31,0.39,0.26,0.29,0.27,0.35,0.43,0.34,0.24,0.49,0.69,0.56,0.56,0.77,0.80,0.83,0.72,0.66,0.72,0.60,0.76,0.75,0.68,0.78,0.74,0.99,0.94,0.82,0.91,0.91,0.84,0.74,0.92,1.00,0.72,0.74,0.77,0.60,0.00
ADAM,1,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.05,0.07,0.08,0.09,0.12,0.11,0.13,0.15,0.17,0.19,0.23,0.27,0.33,0.39,0.47,0.56,0.63,0.66,0.68,0.74,0.84,0.90,0.93,0.95,1.00,0.91,0.00
ADAMA,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.09,0.09,0.17,0.12,0.21,0.27,0.24,0.40,0.32,0.40,0.39,0.53,0.41,0.44,0.40,0.58,0.48,0.50,0.51,0.41,0.49,0.37,0.38,0.46,0.51,0.62,0.60,0.57,0.65,0.64,0.61,0.61,0.81,0.75,0.91,0.62,0.82,0.73,0.65,0.94,0.85,1.00,0.00
ADAME,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,0.02,0.04,0.04,0.07,0.05,0.07,0.07,0.12,0.17,0.14,0.18,0.28,0.35,0.46,0.57,0.53,0.85,0.81,1.00,0.80,0.83,0.77,0.71,0.54,0.54,0.47,0.35,0.00
ADEL,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,0.04,0.04,0.05,0.05,0.09,0.12,0.14,0.15,0.16,0.21,0.24,0.26,0.28,0.28,0.28,0.29,0.27,0.22,0.25,0.22,0.23,0.28,0.29,0.27,0.27,0.32,0.33,0.37,0.47,0.46,0.75,1.00,0.80,0.73,0.72,0.61,0.65,0.62,0.62,0.67,0.63,0.62,0.58,0.56,0.54,0.69,0.74,0.65,0.79,0.64,0.58,0.00
ADELAIDE,2,0.75,0.67,0.59,0.61,0.56,0.50,0.55,0.51,0.45,0.44,0.44,0.46,0.42,0.38,0.30,0.35,0.36,0.35,0.28,0.32,0.19,0.22,0.21,0.19,0.23,0.13,0.17,0.17,0.15,0.10,0.14,0.12,0.11,0.14,0.09,0.10,0.10,0.06,0.08,0.09,0.06,0.05,0.07,0.07,0.04,0.03,0.05,0.02,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.04,0.04,0.04,0.07,0.09,0.07,0.08,0.09,0.13,0.12,0.21,0.23,0.39,0.35,0.40,0.40,0.40,0.34,0.35,0.57,1.00,0.58,0.67,0.57,0.51,0.52,0.47,0.45,0.48,0.42,0.39,0.31,0.33,0.34,0.26,0.25,0.26,0.21,0.27,0.24,0.20,0.21,0.19,0.16,0.17,0.23,0.22,0.23,0.19,0.27,0.28,0.00
ADELE,2,0.81,0.70,0.74,0.70,0.62,0.64,0.57,0.59,0.62,0.50,0.55,0.47,0.52,0.46,0.42,0.40,0.35,0.34,0.33,0.37,0.31,0.32,0.29,0.27,0.30,0.28,0.22,0.27,0.23,0.22,0.19,0.17,0.19,0.18,0.16,0.17,0.15,0.14,0.10,0.13,0.07,0.07,0.07,0.04,0.05,0.05,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.00,0.01,0.01,0.02,0.01,0.02,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.06,0.08,0.11,0.10,0.11,0.12,0.15,0.18,0.22,0.25,0.25,0.26,0.33,0.30,0.36,0.33,0.39,0.37,0.41,0.42,0.47,0.46,0.48,0.48,0.48,0.46,0.45,0.49,0.63,0.78,0.81,0.97,1.00,0.86,0.92,0.00
ADELIA,2,0.41,0.31,0.39,0.12,0.12,0.17,0.20,0.20,0.38,0.38,0.29,0.16,0.18,0.13,0.29,0.12,0.25,0.23,0.16,0.15,0.20,0.20,0.12,0.07,0.18,0.15,0.07,0.16,0.13,0.00,0.17,0.11,0.20,0.19,0.00,0.17,0.00,0.12,0.00,0.10,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.07,0.05,0.00,0.08,0.00,0.05,0.08,0.05,0.15,0.13,0.13,0.18,0.22,0.34,0.14,0.24,0.18,0.23,0.15,0.13,0.13,0.09,0.00,0.00,0.13,0.09,0.25,0.09,0.14,0.12,0.09,0.22,0.16,0.13,0.21,0.23,0.15,0.17,0.34,0.28,0.22,0.11,0.20,0.25,0.27,0.29,0.43,0.50,0.49,0.38,0.43,0.31,0.31,0.65,0.57,0.72,0.89,1.00,0.66,0.00
ADELIE,2,0.05,0.08,0.05,0.00,0.06,0.05,0.10,0.06,0.04,0.07,0.04,0.06,0.00,0.04,0.00,0.06,0.08,0.00,0.09,0.00,0.00,0.00,0.04,0.00,0.00,0.05,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.08,0.08,0.15,0.15,0.29,0.27,0.33,0.46,0.46,0.76,0.94,0.47,0.46,0.68,0.59,0.40,0.61,0.55,0.59,0.57,0.79,0.83,0.80,0.82,0.85,0.88,0.76,0.87,0.63,0.68,0.70,0.65,0.79,0.72,0.98,1.00,0.00
ADELINA,2,1.00,0.60,0.82,0.57,0.69,0.78,0.53,0.76,0.65,0.50,0.56,0.23,0.41,0.50,0.42,0.26,0.21,0.11,0.21,0.24,0.27,0.39,0.15,0.26,0.31,0.23,0.27,0.28,0.17,0.26,0.15,0.11,0.10,0.08,0.08,0.11,0.06,0.09,0.07,0.10,0.05,0.05,0.00,0.04,0.04,0.00,0.04,0.00,0.06,0.00,0.06,0.03,0.00,0.04,0.03,0.05,0.04,0.00,0.06,0.03,0.03,0.07,0.12,0.06,0.07,0.06,0.08,0.06,0.08,0.11,0.15,0.14,0.15,0.11,0.04,0.08,0.06,0.04,0.04,0.12,0.08,0.08,0.08,0.10,0.09,0.07,0.06,0.12,0.08,0.17,0.12,0.10,0.16,0.13,0.08,0.13,0.11,0.10,0.18,0.11,0.19,0.15,0.24,0.08,0.22,0.26,0.28,0.31,0.16,0.18,0.23,0.35,0.20,0.37,0.42,0.29,0.41,0.54,0.00
ADELINE,2,0.13,0.12,0.11,0.12,0.11,0.11,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.05,0.05,0.07,0.06,0.05,0.07,0.11,0.15,0.25,0.36,0.48,0.73,0.71,0.65,0.62,0.62,0.63,0.64,0.59,0.56,0.56,0.80,1.00,0.83,0.65,0.64,0.48,0.36,0.29,0.26,0.22,0.19,0.16,0.14,0.10,0.09,0.08,0.07,0.05,0.05,0.05,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.00
ADEM,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.03,0.03,0.04,0.03,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.05,0.07,0.06,0.05,0.07,0.09,0.06,0.08,0.07,0.10,0.12,0.11,0.12,0.19,0.20,0.24,0.29,0.35,0.39,0.44,0.48,0.50,0.67,0.80,0.82,0.94,0.96,1.00,1.00,0.00
ADIL,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.09,0.21,0.23,0.40,0.63,0.83,0.77,0.89,0.76,0.80,0.68,0.62,0.73,0.63,0.60,0.59,0.55,0.52,0.56,0.61,0.52,0.67,0.60,0.60,0.56,0.71,0.81,0.66,0.66,0.71,0.85,0.76,0.67,0.71,0.76,0.81,0.89,0.87,1.00,0.86,0.92,0.90,0.86,0.86,0.96,0.00
ADOLPHE,1,0.94,1.00,0.95,0.92,0.89,0.90,0.87,0.93,0.89,0.87,0.86,0.78,0.74,0.78,0.73,0.76,0.72,0.65,0.65,0.56,0.54,0.52,0.51,0.43,0.40,0.45,0.38,0.39,0.39,0.35,0.34,0.35,0.29,0.28,0.22,0.25,0.22,0.19,0.16,0.16,0.16,0.20,0.12,0.09,0.07,0.04,0.05,0.03,0.03,0.04,0.04,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ADOLPHINE,2,0.88,1.00,0.85,0.84,0.68,0.81,0.73,0.63,0.70,0.50,0.54,0.50,0.57,0.55,0.47,0.55,0.51,0.32,0.56,0.45,0.38,0.33,0.29,0.19,0.20,0.20,0.15,0.22,0.16,0.23,0.20,0.15,0.13,0.10,0.09,0.11,0.09,0.07,0.08,0.14,0.05,0.05,0.07,0.03,0.02,0.00,0.03,0.02,0.00,0.05,0.03,0.01,0.05,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ADONIS,1,0.44,0.31,0.35,0.35,0.29,0.29,0.29,0.36,0.27,0.28,0.15,0.30,0.18,0.25,0.26,0.23,0.12,0.27,0.19,0.09,0.16,0.13,0.13,0.11,0.16,0.12,0.18,0.08,0.08,0.10,0.04,0.10,0.08,0.11,0.11,0.07,0.04,0.06,0.06,0.00,0.00,0.05,0.05,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.04,0.00,0.03,0.00,0.00,0.04,0.04,0.03,0.00,0.00,0.05,0.03,0.03,0.03,0.03,0.04,0.00,0.04,0.06,0.07,0.12,0.07,0.09,0.14,0.10,0.08,0.10,0.19,0.27,0.22,0.31,0.37,0.42,0.60,0.41,0.54,0.53,0.67,0.61,0.51,0.39,0.53,0.39,0.33,0.82,1.00,0.00
ADRIAN,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.02,0.02,0.02,0.04,0.02,0.00,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.00,0.04,0.04,0.05,0.06,0.12,0.14,0.13,0.16,0.24,0.31,0.38,0.59,0.59,0.67,0.62,0.69,0.75,0.71,0.67,0.86,0.87,0.76,1.00,0.85,0.70,0.83,0.65,0.66,0.65,0.71,0.68,0.67,0.50,0.65,0.57,0.63,0.79,0.65,0.82,0.74,0.80,0.92,0.95,0.00
ADRIANA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.03,0.00,0.02,0.03,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.05,0.02,0.00,0.05,0.05,0.03,0.08,0.06,0.06,0.05,0.06,0.04,0.07,0.07,0.06,0.09,0.07,0.06,0.06,0.07,0.05,0.05,0.03,0.09,0.03,0.04,0.05,0.06,0.09,0.05,0.11,0.13,0.16,0.09,0.12,0.20,0.15,0.19,0.17,0.15,0.17,0.32,0.26,0.31,0.36,0.82,1.00,0.86,0.77,0.63,0.56,0.64,0.70,0.56,0.66,0.56,0.64,0.58,0.51,0.59,0.72,0.55,0.73,0.58,0.00
ADRIANO,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.00,0.05,0.04,0.02,0.05,0.04,0.05,0.07,0.05,0.09,0.10,0.07,0.10,0.11,0.06,0.12,0.14,0.09,0.12,0.13,0.20,0.23,0.23,0.20,0.15,0.17,0.13,0.18,0.22,0.26,0.22,0.25,0.19,0.22,0.17,0.17,0.26,0.14,0.27,0.20,0.16,0.21,0.22,0.19,0.23,0.20,0.14,0.26,0.23,0.16,0.29,0.34,0.27,0.33,0.23,0.49,0.69,0.75,0.60,0.69,0.66,0.55,0.54,1.00,0.87,0.69,0.69,0.70,0.00
ADRIEN,1,0.37,0.37,0.37,0.38,0.38,0.36,0.37,0.37,0.36,0.36,0.36,0.33,0.36,0.33,0.33,0.35,0.33,0.32,0.31,0.28,0.27,0.28,0.25,0.24,0.22,0.22,0.19,0.19,0.18,0.17,0.14,0.13,0.13,0.12,0.12,0.10,0.11,0.11,0.10,0.08,0.09,0.07,0.07,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.06,0.08,0.12,0.16,0.25,0.37,0.39,0.41,0.51,0.69,0.83,0.89,0.95,0.95,0.97,1.00,0.90,0.85,0.96,0.94,0.86,0.94,0.86,0.85,0.81,0.77,0.65,0.55,0.53,0.49,0.44,0.39,0.35,0.33,0.29,0.30,0.29,0.24,0.26,0.22,0.21,0.21,0.00
ADRIENNE,2,0.98,0.94,0.96,1.00,0.90,0.95,0.92,0.89,0.89,0.89,0.90,0.85,0.80,0.84,0.79,0.77,0.71,0.72,0.77,0.69,0.63,0.66,0.57,0.55,0.49,0.45,0.42,0.38,0.37,0.33,0.31,0.28,0.26,0.24,0.22,0.21,0.21,0.17,0.17,0.16,0.15,0.11,0.12,0.08,0.07,0.07,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AGATHE,2,0.11,0.09,0.11,0.10,0.10,0.09,0.08,0.08,0.08,0.09,0.07,0.07,0.09,0.05,0.07,0.07,0.06,0.06,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.02,0.03,0.03,0.01,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.05,0.04,0.05,0.05,0.08,0.09,0.08,0.09,0.07,0.08,0.08,0.10,0.14,0.14,0.14,0.15,0.15,0.16,0.19,0.22,0.24,0.28,0.34,0.36,0.38,0.41,0.47,0.52,0.53,0.55,0.55,0.69,0.72,0.76,0.75,0.79,0.74,0.76,0.76,0.73,0.70,0.68,0.65,0.61,0.62,0.61,0.68,0.71,0.72,0.76,0.85,0.89,1.00,0.00
AGLAE,2,0.41,0.51,0.53,0.26,0.43,0.35,0.29,0.45,0.38,0.31,0.16,0.27,0.27,0.23,0.13,0.27,0.21,0.22,0.10,0.13,0.07,0.09,0.14,0.17,0.00,0.09,0.08,0.07,0.00,0.04,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.07,0.00,0.00,0.06,0.00,0.07,0.03,0.10,0.06,0.08,0.08,0.07,0.05,0.18,0.16,0.20,0.19,0.15,0.21,0.31,0.41,0.52,0.46,0.82,0.72,0.67,0.67,0.88,0.99,1.00,0.92,0.83,0.55,0.61,0.42,0.41,0.57,0.43,0.50,0.45,0.00
